SURVEY ROUND,SITE ID,SITE NAME,STATE,LGA,WARD,STATUS,LATITUDE,LONGITUDE,SITE MANAGEMENT AGENCY (SMA),SMA TYPE,REGISTRATION ACTIVITY,SUPPORT WASH,SUPPORT HEALTH,SUPPORT SHELTER/NFI,SUPPORT FOOD,SUPPORT PROTECTION,SUPPORT EDUCATION,SUPPORT LIVELIHOOD,SITE CLASSIFICATION,SITE TYPE,LAND OWNERSHIP,COMMON SHELTER TYPE,NO OF HOUSEHOLDS,INFANTS MALE,INFANTS FEMALE,CHILDREN MALE,CHILDREN FEMALE,YOUTH MALE,YOUTH FEMALE,ADULT MALE,ADULT FEMALE,ELDERLY MALE,ELDERLY FEMALE,TOTAL NUMBER OF IDPS,PREVIOUSLY BEEN DISPLACED,INTENDED RETURN AREA,WHY NOT RETURN,NO SHELTER,TENTS,MAKESHIFT,INDOORS,ACCESS ELECTRICITY,ACCESS SAFE COOKING,HAVE PRIVATE AREAS,HAVE MOSQUITO NETS,MOST NEEDED NFI,WATER SOURCE LOCATION,DRINKING WATER SOURCE,WATER CONSUMPTION,DRINKING WATER POTABLE,DRINKING WATER QUALITY COMPLAINTS,LATRINE CONDITION,FUNCTIONING TOILET,GARBAGE DISPOSAL,SOLID WASTE PROBLEM,HAND WASHING STATIONS,HYGIENE PROMOTION CAMPAIGN,OPEN DEFECATION,ACCESS TO FOOD,ACCESS TO MARKET,DISTRIBUTION FREQUENCY,OBTAINING FOOD,MALNUTRITION SCREENING,MOST PREVALENT HEALTH PROBLEM,ACCESS TO MEDICINE,ACCESS TO HEALTH FACILITY,LOCATION HEALTH FACILITY,HEALTH FACILITIES PROVIDER,ACCESS TO EDUCATION,EDUCATION LOCATION,ATTENDING SCHOOL,MAJORITY OCCUPATION,ACCESS TO INCOME,LIVESTOCK,CULTIVATION,SOURCE OF INFORMATION FOR MOST RESIDENTS,MAIN TOPIC IDP'S ARE REQUESTING INFORMATION,SERIOUS PROBLEM DUE TO LACK OF INFORMATION
14,BO_S155,BUSUGU,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.792638,13.132609,No,NULL,Yes,No,Yes,No,No,Yes,No,Yes,Pre Identified/For Relocation,Camp,Private Building,Tents,51,2,3,29,31,17,19,43,67,3,6,220,No,Place of origin,Accessibility,None,>75%,<25%,None,None,<75%,<50%,<75%,Blankets/Mats,Off-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),4,Burning,Yes,Yes,Yes,Yes,"Yes, off site",Yes,Irregular,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<75%,Collecting firewood,Yes,Yes,Yes,Radio/news,Safety and Security,No
14,BO_S053,KAWARMELA,BORNO,MAIDUGURI M. C.,SHEHURI  NORTH,INFORMAL,11.85563,13.16201,No,NULL,Yes,Yes,No,Yes,No,Yes,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,350,43,56,178,194,234,334,403,420,33,65,1960,No,Place of origin,Lack of safety,None,None,>75%,None,>75%,>75%,<50%,<50%,Mosquito nets,On-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Good (Hygienic),12,Burning,Yes,Yes,Yes,Yes,"Yes, off site",No,Irregular,Host community donation,No,Cough,No,No,None,None,No,None,None,Daily labourer,Yes,No,No,Local Leader,Situation in areas of origin,No
14,BO_S059,GOVERNMENT GIRLS SECONDARY SCHOOL (GGSS),BORNO,MONGUNO,MONGUNO,FORMAL,12.67951,13.62306,Yes,Government,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,4503,141,157,4136,4480,606,770,6347,7450,545,589,25221,No,Place of origin,Lack of safety,None,<50%,<75%,<25%,None,<75%,<50%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),72,Garbage pit,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<75%,Collecting firewood,Yes,Yes,No,Families/Friends,Safety and Security,No
14,BO_S091,NGURNO,BORNO,MONGUNO,MONGUNO,FORMAL,12.68552,13.62028,Yes,Government,No,Yes,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,856,213,300,630,825,428,641,642,941,172,257,5049,Yes,Place of origin,Lack of safety,<25%,None,<75%,<25%,None,>75%,<50%,<50%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),13,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, off site",Yes,Irregular,Cash,Yes,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,<25%,Daily labourer,Yes,Yes,No,Families/Friends,Distribution,No
14,BO_S092,KUYA PRIMARY SCHOOL,BORNO,MONGUNO,MONGUNO,FORMAL,12.66375,13.61947,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,2885,855,1132,1588,2021,1735,2830,2390,3898,407,458,17314,Yes,Place of origin,Lack of safety,None,None,>75%,<25%,None,<25%,<50%,<75%,Kitchen sets,On-site (<10 mn),Piped water supply,10 - 15 ltr,No,Yes,Good (Hygienic),13,No waste disposal system,Yes,Yes,No,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,No,None,None,Daily labourer,Yes,No,No,Radio/news,Safety and Security,No
14,BO_S094,GANA ALI,BORNO,MONGUNO,MONGUNO,FORMAL,12.67141,13.62484,Yes,Government,No,No,Yes,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,401,93,96,347,374,119,138,471,587,149,155,2529,No,Place of origin,Lack of safety,<25%,None,>75%,None,None,None,Unknown,None,Blankets/Mats,Off-site (<10 mn),Piped water supply,5 - 10 ltr,No,Yes,Non usable,0,No waste disposal system,Yes,Yes,No,Yes,"Yes, off site",Yes,Irregular,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,No,None,None,Collecting firewood,Yes,Yes,Yes,Families/Friends,Situation in areas of origin,No
14,BO_S096,GARDENER LOW COST,BORNO,MONGUNO,MONGUNO,FORMAL,12.67223,13.61961,Yes,Government,No,No,Yes,No,Yes,No,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,187,43,54,103,128,145,178,166,203,48,59,1127,No,Place of origin,Lack of safety,<25%,None,>75%,None,<25%,<25%,<25%,<25%,Blankets/Mats,Off-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,No,None,None,Collecting firewood,Yes,No,No,Families/Friends,Situation in areas of origin,No
14,BO_S097,WATER BOARD,BORNO,MONGUNO,MONGUNO,FORMAL,12.68441,13.6149,Yes,Government,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Ancestral,Self-made tents,1947,487,682,1168,2141,973,1460,1460,2142,389,584,11486,No,Place of origin,Lack of safety,None,None,>75%,<25%,None,<50%,<50%,>75%,Kitchen sets,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),11,No waste disposal system,Yes,Yes but no soap/water inside,Yes,Yes,"Yes, off site",Yes,Irregular,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<50%,Daily labourer,Yes,Yes,No,Radio/news,Safety and Security,No
14,BO_S098,GOVERNMENT DAY SECONDARY SCHOOL (GDSS),BORNO,MONGUNO,MONGUNO,FORMAL,12.67313,13.60593,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,School,1958,433,546,927,1290,1461,2089,1689,2432,319,377,11563,No,Place of origin,Lack of safety,<25%,<25%,<25%,<50%,None,<25%,<25%,<25%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),54,Garbage pit,No,Yes but no soap/water inside,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),INGO,No,None,None,Farming,Yes,Yes,Yes,Radio/news,Safety and Security,No
14,BO_S099,NRC 1 & 2,BORNO,MONGUNO,MONGUNO,FORMAL,12.66615,13.62403,Yes,Government,Yes,Yes,Yes,Yes,Yes,No,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,945,111,120,765,896,281,356,1036,1554,84,94,5297,No,Place of origin,Lack of safety,None,None,>75%,<50%,None,<75%,<50%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,<5 ltr,Yes,No,Not so good (Not hygienic),15,Burning,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,<50%,Collecting firewood,Yes,No,No,Families/Friends,Safety and Security,No
14,BO_S133,GSSSS MONGUNO,BORNO,MONGUNO,MONGUNO,FORMAL,12.68002,13.61071,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,4661,628,939,2230,3342,2836,3198,5542,6596,381,412,26104,No,Place of origin,Lack of safety,None,<50%,<50%,<25%,None,<75%,<25%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),78,Burning,No,Yes but no soap/water inside,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,Fever,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<75%,Farming,Yes,Yes,Yes,Families/Friends,Safety and Security,No
14,BO_S177,VERTINARY,BORNO,MONGUNO,MONGUNO,INFORMAL,12.66992,13.60714,No,NULL,No,No,No,No,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,1603,135,166,983,1201,1375,1682,1573,1923,300,277,9615,Yes,Place of origin,Lack of safety,<25%,<50%,>75%,None,None,<25%,<25%,<25%,Kitchen sets,Off-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Garbage pit,Yes,Yes but no soap/water inside,No,Yes,No,No,Never,Cultivated,No,Malaria,No,Yes,On-site (<3 km),NGO,No,None,None,Collecting firewood,Yes,Yes,Yes,Authorities,Situation in areas of origin,No
14,BO_S135,INTERNATIONAL SCHOOL CAMP,BORNO,NGALA,NGALA WARD,INFORMAL,12.35897,14.16962,No,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,10595,921,1126,4527,6251,8111,10752,10427,13824,1235,1096,58270,Yes,Place of origin,Lack of safety,<25%,<25%,<50%,>75%,None,<75%,<50%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),1100,Garbage pit,Yes,Yes,No,Yes,"Yes, on site",No,Once a month,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<50%,Collecting firewood,Yes,Yes,Yes,Local Leader,Situation in areas of origin,No
14,BO_S062,GAJIRAM CENTRAL PRI. SCH. 1,BORNO,NGANZAI,GAJIRAM,INFORMAL,12.49403,13.20774,No,NULL,No,No,No,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,31,8,6,18,15,21,24,22,38,9,12,173,No,Place of origin,Lack of safety,None,None,<25%,>75%,None,>75%,None,>75%,Blankets/Mats,Off-site (>10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),2,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,Yes,Cough,No,Yes,Off-site (<3 km),INGO,No,None,None,Farming,Yes,Yes,Yes,Local Leader,Situation in areas of origin,No
14,BO_S063,GAJIRAM CENTRAL PRI. SCH. 2,BORNO,NGANZAI,GAJIRAM,INFORMAL,12.494431,13.21672,No,NULL,No,No,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,40,7,5,15,13,28,40,31,56,11,16,222,No,Place of origin,Lack of safety,<25%,None,None,>75%,None,<25%,<50%,<75%,Blankets/Mats,Off-site (>10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),6,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,No,None,None,Collecting firewood,Yes,Yes,Yes,Local Leader,Safety and Security,No
14,BO_S064,LG QUARTERS,BORNO,NGANZAI,GAJIRAM,INFORMAL,12.48498,13.21142,No,NULL,No,No,Yes,Yes,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,63,14,11,28,23,34,69,57,98,4,6,344,No,Place of origin,Lack of safety,<25%,None,<25%,<75%,None,<50%,<50%,<75%,Blankets/Mats,Off-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),4,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,Cough,No,Yes,On-site (>3 km),NGO,No,None,None,Daily labourer,Yes,Yes,Yes,Local Leader,Safety and Security,No
14,BO_S066,BOARDING PRIMARY SCHOOL,BORNO,NGANZAI,GAJIRAM,INFORMAL,12.48175,13.20683,No,NULL,No,Yes,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,17,4,9,3,9,7,11,13,16,6,13,91,No,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,<25%,<75%,Blankets/Mats,On-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),2,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,Yes,Fever,Yes,Yes,On-site (<3 km),NGO,No,None,None,Collecting firewood,Yes,Yes,Yes,Local Leader,Safety and Security,Yes
14,BO_S100,GOVERNMENT SEC.SCHOOL NGANZAI,BORNO,NGANZAI,GAJIRAM,INFORMAL,12.47675,13.20433,No,NULL,No,No,No,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,19,3,4,4,5,9,11,22,31,7,11,107,No,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,<25%,<25%,Mosquito nets,Off-site (>10 mn),Hand pumps,5 - 10 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,Yes,Cough,No,Yes,Off-site (>3 km),NGO,No,None,None,Farming,Yes,Yes,Yes,Local Leader,Safety and Security,Yes
14,BO_S156,KASUDINNA CAMP,BORNO,NGANZAI,GAJIRAM,INFORMAL,12.48999,13.21727,No,NULL,No,No,Yes,No,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,125,33,29,64,57,83,122,105,160,12,19,684,No,Place of origin,Lack of safety,<25%,None,>75%,None,None,<50%,None,<75%,Blankets/Mats,Off-site (>10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,No,Yes,Never,Cultivated,Yes,Cough,No,Yes,On-site (<3 km),NGO,No,None,None,Farming,Yes,No,Yes,Local Leader,Safety and Security,No
14,BO_S152,GASARWA PRI SCHOOL,BORNO,NGANZAI,JIGALTA,INFORMAL,12.3707,13.19839,No,NULL,Yes,No,No,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,28,12,12,18,19,15,19,20,33,6,9,163,No,Place of origin,Lack of safety,None,None,<50%,<75%,None,<50%,<50%,<75%,Blankets/Mats,Off-site (>10 mn),Hand pumps,5 - 10 ltr,Yes,No,Non usable,0,Garbage pit,Yes,Yes,No,Yes,"Yes, on site",No,Irregular,Cash,No,Cough,No,No,None,None,No,None,None,Farming,Yes,Yes,Yes,Local Leader,Safety and Security,No
14,BO_S153,GASARWA CAMP,BORNO,NGANZAI,JIGALTA,INFORMAL,12.37136,13.2006,No,NULL,Yes,No,No,No,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,186,49,25,81,70,101,180,152,285,31,47,1021,No,Place of origin,Lack of safety,<25%,<50%,<75%,None,None,<50%,<25%,<75%,Blankets/Mats,Off-site (>10 mn),Hand pumps,5 - 10 ltr,Yes,No,Non usable,0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,No,No,Never,Cultivated,No,Cough,No,No,None,None,No,None,None,Farming,Yes,Yes,Yes,Local Leader,Safety and Security,Yes
14,BO_S154,BURIMARI CAMP,BORNO,NGANZAI,JIGALTA,INFORMAL,12.34187,13.1817,No,NULL,No,Yes,No,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,92,21,32,29,51,47,70,93,133,21,31,528,No,Place of origin,Lack of safety,<25%,<25%,<75%,<25%,None,<25%,None,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,No,No,Never,Cultivated,No,Fever,No,No,None,None,No,None,None,Farming,Yes,Yes,Yes,Local Leader,Safety and Security,No
14,TR_S023,TUMDIRI,TARABA,ARDO - KOLA,JAURO YINU,INFORMAL,8.91475,11.30571,No,NULL,No,No,No,No,No,No,No,Yes,Spontaneous,Camp,Private Building,Individual house,12,0,1,3,6,8,7,13,18,2,3,61,Yes,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,<25%,Blankets/Mats,Off-site (>10 mn),Unprotected well,>15 ltr,No,Yes,Not so good (Not hygienic),3,Burning,No,Yes but no soap/water inside,No,Yes,No,Yes,Never,Cultivated,No,Fever,No,Yes,Off-site (>3 km),Government,No,Off-site,None,Farming,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,TR_S012,CATHOLIC CHURCH,TARABA,BALI,BALI  A,INFORMAL,7.85599,10.9664,No,NULL,Yes,No,Yes,No,No,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Community center,7,0,1,5,3,3,4,5,6,4,2,33,Yes,Place of origin,House damaged/destroyed,None,None,None,>75%,>75%,<25%,None,<25%,Mosquito nets,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),4,No waste disposal system,Yes,Yes but no soap/water inside,No,No,No,Yes,Never,None,No,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,>75%,Farming,Yes,No,Yes,Local Leader,Shelter,No
14,TR_S014,NKST CHURCH,TARABA,BALI,BALI  A,INFORMAL,7.85082,10.96471,Yes,Religious entity,Yes,No,No,Yes,No,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Community center,2,0,1,3,2,1,2,2,3,0,0,14,Yes,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,>75%,<25%,Kitchen sets,Off-site (<10 mn),Hand pumps,10 - 15 ltr,No,Yes,Not so good (Not hygienic),1,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,No,Yes,Never,None,No,Malaria,Yes,Yes,Off-site (>3 km),Local clinic,Yes,On-site,<50%,Farming,Yes,No,Yes,Local Leader,Shelter,No
14,TR_S005,LG QUARTERS,TARABA,GASSOL,MUTUM BIYU I,INFORMAL,8.3746,10.4552,No,NULL,Yes,No,Yes,Yes,No,No,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,43,8,10,14,19,26,56,71,77,11,17,309,Yes,Place of origin,House damaged/destroyed,<25%,None,None,>75%,None,<25%,None,<25%,Kitchen sets,Off-site (<10 mn),Unprotected well,>15 ltr,No,Yes,Not so good (Not hygienic),4,No waste disposal system,Yes,Yes but no soap/water inside,No,No,No,No,Never,Cultivated,No,Malaria,Yes,Yes,On-site (<3 km),Local clinic,Yes,Off-site,<50%,Daily labourer,Yes,No,Yes,Local Leader,Distribution,Yes
14,TR_S024,GOVERNMENT LODGE,TARABA,GASSOL,MUTUM BIYU I,INFORMAL,8.64837,10.78122,No,NULL,No,No,Yes,Yes,Yes,No,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,6,6,8,7,9,15,11,14,18,4,5,97,Yes,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<25%,<50%,<25%,Mosquito nets,Off-site (>10 mn),Unprotected well,>15 ltr,No,Yes,Not so good (Not hygienic),2,Burning,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cash,No,Malaria,Yes,Yes,On-site (>3 km),Local clinic,Yes,Off-site,<25%,Daily labourer,Yes,Yes,No,Local Leader,Distribution,Yes
14,TR_S025,COCIN CHURCH,TARABA,JALINGO,ABBARE YELWA,INFORMAL,9.04654,11.21581,No,NULL,No,Yes,No,Yes,No,No,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Individual house,23,8,9,10,13,20,22,13,18,0,2,115,No,Place of origin,Lack of safety,None,None,None,>75%,>75%,<50%,>75%,>75%,Kitchen sets,On-site (<10 mn),Hand pumps,5 - 10 ltr,No,Yes,Not so good (Not hygienic),0,Burning,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Distribution,No,Malaria,No,Yes,Off-site (>3 km),Local clinic,Yes,Off-site,<25%,Farming,Yes,Yes,Yes,Mobile phone,Safety and Security,No
14,TR_S003,MURTAI CAMP,TARABA,JALINGO,KONA,INFORMAL,9.03946,11.2755,No,NULL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,192,62,47,60,80,500,720,136,280,20,50,1955,No,Place of origin,Lack of safety,None,None,<75%,<50%,>75%,<75%,<75%,>75%,Kitchen sets,On-site (<10 mn),Hand pumps,<5 ltr,Yes,No,Not so good (Not hygienic),0,Burning,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,No,Malaria,No,Yes,On-site (<3 km),Government,Yes,Off-site,<25%,Farming,Yes,Yes,Yes,Mobile phone,Safety and Security,No
14,TR_S018,GULLUM CLINIC CAMP,TARABA,JALINGO,KONA,INFORMAL,8.9517,11.3267,No,NULL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Health facility,84,20,18,25,35,102,150,32,40,15,25,462,No,Place of origin,Lack of safety,None,None,<50%,<75%,<25%,<75%,<50%,<75%,Bucket/Jerry Can,On-site (<10 mn),Hand pumps,<5 ltr,Yes,No,Not so good (Not hygienic),0,Garbage pit,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cash,No,Malaria,No,Yes,On-site (<3 km),Government,Yes,Off-site,<25%,Farming,Yes,Yes,Yes,Mobile phone,Safety and Security,No
14,TR_S021,MELO,TARABA,WUKARI,HOSPITAL,INFORMAL,7.86049,9.77555,No,NULL,No,No,No,Yes,No,No,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Individual house,47,3,4,12,15,49,58,41,59,3,3,247,Yes,Place of origin,House damaged/destroyed,None,None,None,>75%,None,>75%,None,None,Mosquito nets,Off-site (<10 mn),Hand pumps,5 - 10 ltr,No,Yes,Not so good (Not hygienic),2,Burning,Yes,Yes,No,Yes,"Yes, on site",Yes,Irregular,Host community donation,No,Malaria,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<75%,Petty trade,No,Yes,No,Mobile phone,Safety and Security,No
14,TR_S022,VERTINARY ,TARABA,WUKARI,HOSPITAL,INFORMAL,7.86056,9.77755,No,NULL,No,No,Yes,Yes,No,No,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,51,11,15,14,21,61,69,52,58,3,3,307,Yes,Place of origin,House damaged/destroyed,None,None,None,>75%,None,>75%,>75%,None,Mosquito nets,Off-site (<10 mn),Hand pumps,5 - 10 ltr,No,Yes,Not so good (Not hygienic),7,Burning,Yes,Yes,No,Yes,"Yes, on site",Yes,Irregular,Host community donation,No,Fever,No,Yes,On-site (<3 km),NGO,Yes,Off-site,<75%,Petty trade,No,No,Yes,Mobile phone,Safety and Security,No
14,TR_S026,OLD CONCORD,TARABA,WUKARI,HOSPITAL,INFORMAL,7.80423,9.77853,No,NULL,Yes,No,Yes,Yes,No,No,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Host family house,135,17,26,21,33,173,185,167,171,8,9,810,Yes,Place of origin,House damaged/destroyed,None,None,None,>75%,None,>75%,>75%,None,Blankets/Mats,Off-site (<10 mn),Hand pumps,5 - 10 ltr,No,Yes,Not so good (Not hygienic),3,No waste disposal system,Yes,Yes,No,No,No,Yes,Never,None,No,Fever,Yes,Yes,On-site (<3 km),Government,No,None,None,Petty trade,Yes,No,No,Mobile phone,Safety and Security,No
14,TR_S009,EAST PRIMARY SCHOOL,TARABA,WUKARI,PUJE,INFORMAL,7.87618,9.78629,No,NULL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,63,15,18,16,19,63,68,51,59,3,3,315,Yes,Place of origin,House damaged/destroyed,None,None,None,>75%,None,>75%,None,None,Blankets/Mats,On-site (<10 mn),Hand pumps,5 - 10 ltr,No,Yes,Non usable,0,Burning,Yes,Yes,No,Yes,"Yes, on site",Yes,Irregular,Host community donation,No,Cough,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<75%,Petty trade,Yes,No,No,Mobile phone,Safety and Security,No
14,YB_S005,KASAISA VILLAGE,YOBE,DAMATURU,GABIR/MADURI,INFORMAL,11.6631,11.9355,No,NULL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Ancestral,Self-made tents,285,121,139,152,172,210,224,329,336,12,15,1710,No,Place of origin,Lack of food,None,<25%,>75%,None,None,<25%,<25%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),24,Burning,No,Yes,Yes,Yes,"Yes, on site",No,Irregular,Distribution,Yes,Malaria,Yes,Yes,Mobile clinic,INGO,No,None,None,Farming,Yes,No,Yes,Mobile phone,Safety and Security,Yes
14,YB_S003,KUKARETA PRI SCHOOL,YOBE,DAMATURU,KUKARETA/WARSALA,INFORMAL,11.73363,12.18156,No,NULL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Ancestral,Self-made tents,984,226,339,394,501,482,562,1201,1819,126,169,5819,Yes,Place of origin,House damaged/destroyed,None,<25%,>75%,None,None,<25%,<25%,>75%,Plastic sheeting,On-site (<10 mn),Piped water supply,5 - 10 ltr,Yes,No,Not so good (Not hygienic),52,Burning,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<50%,Farming,Yes,No,Yes,Mobile phone,Safety and Security,Yes
